image_id,file_name,type,gt_label,pred_label,score,iou
23899,000000023899.jpg,false_positive,,person,0.7776244878768921,0.4398
33638,000000033638.jpg,false_positive,,bottle,0.8016482591629028,0.0
33638,000000033638.jpg,false_positive,,bottle,0.8697632551193237,0.0
33638,000000033638.jpg,false_positive,,bottle,0.8292707800865173,0.0
33638,000000033638.jpg,false_positive,,bottle,0.5101392269134521,0.0
33638,000000033638.jpg,false_positive,,bottle,0.36654165387153625,0.0
33638,000000033638.jpg,false_positive,,bottle,0.608417272567749,0.0
34873,000000034873.jpg,false_positive,,chair,0.5796898603439331,0.2716
34873,000000034873.jpg,false_positive,,bottle,0.9111210107803345,0.0
34873,000000034873.jpg,false_positive,,bottle,0.9014765620231628,0.0
37777,000000037777.jpg,false_positive,,bottle,0.6385185718536377,0.0
37777,000000037777.jpg,false_positive,,bottle,0.4585919976234436,0.0
38829,000000038829.jpg,localization_error,person,person,0.839511513710022,0.4184
38829,000000038829.jpg,missed_object,bicycle,,,0
38829,000000038829.jpg,false_positive,,motorcycle,0.40540844202041626,0.2671
38829,000000038829.jpg,false_positive,,person,0.5091689825057983,0.0
38829,000000038829.jpg,false_positive,,motorcycle,0.35608160495758057,0.4195
39956,000000039956.jpg,false_positive,,bottle,0.8078741431236267,0.0
43314,000000043314.jpg,missed_object,person,,,0
43314,000000043314.jpg,missed_object,person,,,0
50326,000000050326.jpg,missed_object,chair,,,0
53994,000000053994.jpg,missed_object,car,,,0
57238,000000057238.jpg,false_positive,,chair,0.7500038146972656,0.559
57597,000000057597.jpg,classification_error,truck,car,0.887718677520752,0.7729
57597,000000057597.jpg,classification_error,truck,car,0.74834144115448,0.7517
57597,000000057597.jpg,localization_error,car,car,0.8941076993942261,0.4039
57597,000000057597.jpg,localization_error,person,person,0.9866296052932739,0.4006
57597,000000057597.jpg,localization_error,person,person,0.5043832659721375,0.4934
57597,000000057597.jpg,missed_object,car,,,0
57597,000000057597.jpg,missed_object,car,,,0
57597,000000057597.jpg,missed_object,person,,,0
57597,000000057597.jpg,false_positive,,person,0.37595894932746887,0.1358
57597,000000057597.jpg,false_positive,,person,0.6693029403686523,0.0927
57597,000000057597.jpg,false_positive,,person,0.9069582223892212,0.4255
57597,000000057597.jpg,false_positive,,person,0.5743122696876526,0.1709
57597,000000057597.jpg,false_positive,,person,0.6230896711349487,0.0109
57597,000000057597.jpg,false_positive,,person,0.6087253093719482,0.4906
57597,000000057597.jpg,false_positive,,person,0.5648730993270874,0.0101
57597,000000057597.jpg,false_positive,,person,0.611427903175354,0.1208
57597,000000057597.jpg,false_positive,,person,0.6372615098953247,0.0
57597,000000057597.jpg,false_positive,,person,0.4346892237663269,0.0
57597,000000057597.jpg,false_positive,,person,0.8148429989814758,0.0355
57597,000000057597.jpg,false_positive,,car,0.9466285705566406,0.6443
57597,000000057597.jpg,false_positive,,person,0.5781058073043823,0.1492
57597,000000057597.jpg,false_positive,,person,0.7867189049720764,0.1181
57597,000000057597.jpg,false_positive,,person,0.5048884153366089,0.0002
57597,000000057597.jpg,false_positive,,person,0.6805403828620911,0.0
57597,000000057597.jpg,false_positive,,person,0.5543848872184753,0.0226
57597,000000057597.jpg,false_positive,,person,0.3956623673439026,0.0219
57597,000000057597.jpg,false_positive,,person,0.6210189461708069,0.1764
57597,000000057597.jpg,false_positive,,person,0.8909690380096436,0.128
57597,000000057597.jpg,false_positive,,person,0.7268785834312439,0.2464
59044,000000059044.jpg,localization_error,person,person,0.8441537022590637,0.4702
59044,000000059044.jpg,localization_error,person,person,0.9325290322303772,0.3699
59044,000000059044.jpg,missed_object,person,,,0
59044,000000059044.jpg,false_positive,,person,0.9633330702781677,0.0625
59044,000000059044.jpg,false_positive,,person,0.5225671529769897,0.0226
59044,000000059044.jpg,false_positive,,person,0.8667150139808655,0.2435
59044,000000059044.jpg,false_positive,,person,0.5758076906204224,0.0246
59044,000000059044.jpg,false_positive,,person,0.9608272314071655,0.5947
59044,000000059044.jpg,false_positive,,person,0.3093688488006592,0.679
59044,000000059044.jpg,false_positive,,person,0.9521641731262207,0.2286
59044,000000059044.jpg,false_positive,,person,0.9865126609802246,0.7578
59044,000000059044.jpg,false_positive,,person,0.40360793471336365,0.026
59044,000000059044.jpg,false_positive,,person,0.9890783429145813,0.4682
59044,000000059044.jpg,false_positive,,person,0.9337889552116394,0.3527
59044,000000059044.jpg,false_positive,,person,0.3951217830181122,0.2068
59044,000000059044.jpg,false_positive,,person,0.9687813520431519,0.6819
59044,000000059044.jpg,false_positive,,person,0.9475635886192322,0.0243
59044,000000059044.jpg,false_positive,,person,0.7325618863105774,0.0083
78915,000000078915.jpg,false_positive,,chair,0.864033579826355,0.0231
78915,000000078915.jpg,false_positive,,chair,0.8542776703834534,0.1286
78915,000000078915.jpg,false_positive,,chair,0.8108170628547668,0.0
78915,000000078915.jpg,false_positive,,chair,0.30179956555366516,0.0834
78915,000000078915.jpg,false_positive,,chair,0.9096494317054749,0.0664
78915,000000078915.jpg,false_positive,,chair,0.8436110615730286,0.0647
78915,000000078915.jpg,false_positive,,chair,0.8907786011695862,0.1146
78915,000000078915.jpg,false_positive,,person,0.8497633337974548,0.2044
78915,000000078915.jpg,false_positive,,person,0.9477354288101196,0.376
78915,000000078915.jpg,false_positive,,chair,0.8640382885932922,0.1528
78915,000000078915.jpg,false_positive,,chair,0.7596081495285034,0.0256
78915,000000078915.jpg,false_positive,,person,0.8877506256103516,0.0647
78915,000000078915.jpg,false_positive,,person,0.9567479491233826,0.0525
78915,000000078915.jpg,false_positive,,chair,0.37661802768707275,0.0624
78915,000000078915.jpg,false_positive,,chair,0.8792589902877808,0.3209
78915,000000078915.jpg,false_positive,,chair,0.8785911202430725,0.1083
78915,000000078915.jpg,false_positive,,chair,0.8588183522224426,0.2551
78915,000000078915.jpg,false_positive,,person,0.36791205406188965,0.0574
78915,000000078915.jpg,false_positive,,chair,0.5266740918159485,0.1497
80340,000000080340.jpg,false_positive,,person,0.4512256979942322,0.0
80340,000000080340.jpg,false_positive,,person,0.9767147898674011,0.0793
80340,000000080340.jpg,false_positive,,person,0.9579116106033325,0.0
80340,000000080340.jpg,false_positive,,person,0.9437182545661926,0.3542
80340,000000080340.jpg,false_positive,,person,0.9022645354270935,0.0838
82180,000000082180.jpg,missed_object,chair,,,0
87038,000000087038.jpg,localization_error,person,person,0.7978094220161438,0.4346
87038,000000087038.jpg,localization_error,person,person,0.9594489336013794,0.3584
87038,000000087038.jpg,missed_object,bicycle,,,0
87038,000000087038.jpg,missed_object,person,,,0
87038,000000087038.jpg,missed_object,person,,,0
87038,000000087038.jpg,false_positive,,person,0.8951138854026794,0.0584
87038,000000087038.jpg,false_positive,,person,0.9248899221420288,0.6074
87038,000000087038.jpg,false_positive,,person,0.7773600220680237,0.3726
87038,000000087038.jpg,false_positive,,person,0.9138426184654236,0.0
87038,000000087038.jpg,false_positive,,person,0.848571240901947,0.0
87038,000000087038.jpg,false_positive,,person,0.6774272918701172,0.0345
87038,000000087038.jpg,false_positive,,person,0.9077959060668945,0.0101
87038,000000087038.jpg,false_positive,,person,0.45131102204322815,0.2277
87038,000000087038.jpg,false_positive,,person,0.9038739204406738,0.2918
87038,000000087038.jpg,false_positive,,person,0.8951389193534851,0.785
87038,000000087038.jpg,false_positive,,person,0.6891345977783203,0.0786
87038,000000087038.jpg,false_positive,,person,0.930830717086792,0.0
87038,000000087038.jpg,false_positive,,person,0.43063294887542725,0.0
87038,000000087038.jpg,false_positive,,person,0.9714667797088623,0.6101
87038,000000087038.jpg,false_positive,,person,0.36484283208847046,0.0
87038,000000087038.jpg,false_positive,,person,0.9205071330070496,0.3766
87038,000000087038.jpg,false_positive,,person,0.8561810255050659,0.3526
87038,000000087038.jpg,false_positive,,person,0.7234278321266174,0.0
87038,000000087038.jpg,false_positive,,person,0.9636105895042419,0.0
89648,000000089648.jpg,localization_error,chair,chair,0.6051791310310364,0.1785
89648,000000089648.jpg,localization_error,chair,chair,0.9453275799751282,0.3207
89648,000000089648.jpg,localization_error,chair,chair,0.517691969871521,0.1428
89648,000000089648.jpg,localization_error,chair,chair,0.3575347661972046,0.3088
89648,000000089648.jpg,localization_error,person,person,0.989849328994751,0.4801
89648,000000089648.jpg,missed_object,chair,,,0
89648,000000089648.jpg,missed_object,chair,,,0
89648,000000089648.jpg,missed_object,chair,,,0
89648,000000089648.jpg,missed_object,chair,,,0
89648,000000089648.jpg,missed_object,chair,,,0
89648,000000089648.jpg,missed_object,chair,,,0
89648,000000089648.jpg,false_positive,,chair,0.716234028339386,0.0554
89648,000000089648.jpg,false_positive,,chair,0.46587681770324707,0.1781
89648,000000089648.jpg,false_positive,,person,0.8155770301818848,0.5485
89648,000000089648.jpg,false_positive,,person,0.8842849135398865,0.0402
89648,000000089648.jpg,false_positive,,chair,0.8219365477561951,0.0951
89648,000000089648.jpg,false_positive,,chair,0.91402667760849,0.0422
89648,000000089648.jpg,false_positive,,chair,0.35569217801094055,0.2594
89648,000000089648.jpg,false_positive,,chair,0.8043617010116577,0.7143
89648,000000089648.jpg,false_positive,,chair,0.5088158845901489,0.1657
89648,000000089648.jpg,false_positive,,chair,0.9318036437034607,0.6746
96493,000000096493.jpg,false_positive,,person,0.9834260940551758,0.4358
97679,000000097679.jpg,false_positive,,person,0.9032402634620667,0.0165
97679,000000097679.jpg,false_positive,,person,0.956889271736145,0.0924
99054,000000099054.jpg,false_positive,,person,0.41119566559791565,0.0
99054,000000099054.jpg,false_positive,,truck,0.568717360496521,0.0
99054,000000099054.jpg,false_positive,,person,0.5808241367340088,0.0
100624,000000100624.jpg,missed_object,car,,,0
100624,000000100624.jpg,missed_object,car,,,0
107226,000000107226.jpg,localization_error,dog,dog,0.32381030917167664,0.443
107226,000000107226.jpg,localization_error,person,person,0.9242499470710754,0.2174
107226,000000107226.jpg,localization_error,person,person,0.8891207575798035,0.4665
107226,000000107226.jpg,false_positive,,person,0.361377090215683,0.0633
107226,000000107226.jpg,false_positive,,person,0.9798897504806519,0.2804
107226,000000107226.jpg,false_positive,,person,0.8816207051277161,0.0221
107226,000000107226.jpg,false_positive,,person,0.5350933074951172,0.1674
107226,000000107226.jpg,false_positive,,bicycle,0.4661024510860443,0.2454
113235,000000113235.jpg,missed_object,car,,,0
113235,000000113235.jpg,false_positive,,dog,0.6808335185050964,0.0
117425,000000117425.jpg,missed_object,person,,,0
117425,000000117425.jpg,false_positive,,chair,0.8921701908111572,0.4878
117425,000000117425.jpg,false_positive,,person,0.7165848612785339,0.1657
121506,000000121506.jpg,localization_error,chair,chair,0.3799766004085541,0.3855
121506,000000121506.jpg,missed_object,chair,,,0
121506,000000121506.jpg,false_positive,,car,0.3795109987258911,0.0833
121506,000000121506.jpg,false_positive,,car,0.5967614650726318,0.5276
121506,000000121506.jpg,false_positive,,car,0.6477451920509338,0.3664
121506,000000121506.jpg,false_positive,,car,0.30652081966400146,0.095
122046,000000122046.jpg,missed_object,chair,,,0
131131,000000131131.jpg,false_positive,,cat,0.6834508776664734,0.1989
135561,000000135561.jpg,missed_object,bottle,,,0
137246,000000137246.jpg,false_positive,,chair,0.8970876336097717,0.0
137246,000000137246.jpg,false_positive,,chair,0.8619717955589294,0.0089
137246,000000137246.jpg,false_positive,,chair,0.9313521981239319,0.0
137246,000000137246.jpg,false_positive,,chair,0.5010930895805359,0.0
137246,000000137246.jpg,false_positive,,chair,0.3674895763397217,0.0278
137246,000000137246.jpg,false_positive,,chair,0.3937697112560272,0.0
137246,000000137246.jpg,false_positive,,chair,0.4438498914241791,0.0
137246,000000137246.jpg,false_positive,,chair,0.9206355214118958,0.0525
137246,000000137246.jpg,false_positive,,chair,0.6421176195144653,0.0
137246,000000137246.jpg,false_positive,,chair,0.38473954796791077,0.0
137246,000000137246.jpg,false_positive,,chair,0.9421877861022949,0.0
137246,000000137246.jpg,false_positive,,chair,0.837653398513794,0.0025
137246,000000137246.jpg,false_positive,,chair,0.4728611409664154,0.2886
141821,000000141821.jpg,missed_object,person,,,0
141821,000000141821.jpg,false_positive,,bottle,0.3079325556755066,0.1599
141821,000000141821.jpg,false_positive,,person,0.9791237115859985,0.662
141821,000000141821.jpg,false_positive,,person,0.5568214058876038,0.2854
141821,000000141821.jpg,false_positive,,person,0.5235111713409424,0.5878
141821,000000141821.jpg,false_positive,,chair,0.8619223833084106,0.1135
143931,000000143931.jpg,classification_error,bus,truck,0.31248337030410767,0.995
143931,000000143931.jpg,false_positive,,bus,0.4320444166660309,0.992
151000,000000151000.jpg,missed_object,person,,,0
151000,000000151000.jpg,false_positive,,person,0.6395941376686096,0.6907
158548,000000158548.jpg,localization_error,person,person,0.5465264916419983,0.1697
158548,000000158548.jpg,localization_error,person,person,0.3514297902584076,0.3266
158548,000000158548.jpg,localization_error,person,person,0.5510964393615723,0.3242
158548,000000158548.jpg,missed_object,person,,,0
158548,000000158548.jpg,missed_object,person,,,0
158548,000000158548.jpg,missed_object,person,,,0
158548,000000158548.jpg,missed_object,person,,,0
158548,000000158548.jpg,missed_object,person,,,0
158548,000000158548.jpg,missed_object,car,,,0
158548,000000158548.jpg,missed_object,motorcycle,,,0
158548,000000158548.jpg,missed_object,truck,,,0
158548,000000158548.jpg,missed_object,person,,,0
158548,000000158548.jpg,false_positive,,person,0.534843385219574,0.0
158548,000000158548.jpg,false_positive,,person,0.49631989002227783,0.0714
158548,000000158548.jpg,false_positive,,person,0.6688205599784851,0.0683
158548,000000158548.jpg,false_positive,,person,0.504413902759552,0.0
158548,000000158548.jpg,false_positive,,person,0.4361151158809662,0.1697
158548,000000158548.jpg,false_positive,,person,0.5964866876602173,0.4824
158548,000000158548.jpg,false_positive,,person,0.5292204022407532,0.0317
158548,000000158548.jpg,false_positive,,person,0.41800349950790405,0.0108
158548,000000158548.jpg,false_positive,,person,0.4594475328922272,0.1833
158548,000000158548.jpg,false_positive,,person,0.6833982467651367,0.2726
158548,000000158548.jpg,false_positive,,person,0.4490801692008972,0.0286
158548,000000158548.jpg,false_positive,,person,0.7845656275749207,0.3808
158548,000000158548.jpg,false_positive,,person,0.686033308506012,0.0
158548,000000158548.jpg,false_positive,,person,0.64662766456604,0.604
158548,000000158548.jpg,false_positive,,person,0.41157370805740356,0.0138
159458,000000159458.jpg,false_positive,,chair,0.7287582755088806,0.0505
159458,000000159458.jpg,false_positive,,dog,0.3473401367664337,0.1131
162035,000000162035.jpg,localization_error,person,person,0.9349758625030518,0.4869
162035,000000162035.jpg,false_positive,,person,0.3360536992549896,0.0
162035,000000162035.jpg,false_positive,,person,0.3124810457229614,0.0028
162035,000000162035.jpg,false_positive,,person,0.9555716514587402,0.0
162035,000000162035.jpg,false_positive,,person,0.9839603304862976,0.0
162092,000000162092.jpg,localization_error,person,person,0.9865342378616333,0.3952
162092,000000162092.jpg,missed_object,chair,,,0
162092,000000162092.jpg,false_positive,,person,0.8937997221946716,0.5174
162092,000000162092.jpg,false_positive,,person,0.5867899060249329,0.0087
162092,000000162092.jpg,false_positive,,person,0.9474623203277588,0.0534
162092,000000162092.jpg,false_positive,,person,0.6595526933670044,0.3266
162092,000000162092.jpg,false_positive,,person,0.4400686025619507,0.0032
162092,000000162092.jpg,false_positive,,person,0.5734509825706482,0.2412
162092,000000162092.jpg,false_positive,,person,0.4634448289871216,0.023
166277,000000166277.jpg,false_positive,,bottle,0.7319022417068481,0.0
166391,000000166391.jpg,classification_error,car,truck,0.39819544553756714,0.924
166391,000000166391.jpg,classification_error,truck,car,0.7943671345710754,0.9032
166391,000000166391.jpg,classification_error,truck,car,0.8662067651748657,0.8499
166391,000000166391.jpg,classification_error,truck,car,0.3558107912540436,0.7385
166391,000000166391.jpg,classification_error,truck,car,0.8080213665962219,0.6084
166391,000000166391.jpg,classification_error,truck,car,0.5924461483955383,0.5501
166391,000000166391.jpg,localization_error,car,car,0.3670888841152191,0.2207
166391,000000166391.jpg,missed_object,truck,,,0
166391,000000166391.jpg,false_positive,,car,0.36378127336502075,0.0
166391,000000166391.jpg,false_positive,,car,0.3594936728477478,0.0
166391,000000166391.jpg,false_positive,,car,0.7000834941864014,0.0
166391,000000166391.jpg,false_positive,,car,0.6942421793937683,0.0
166391,000000166391.jpg,false_positive,,car,0.8481313586235046,0.0
166391,000000166391.jpg,false_positive,,car,0.3567425608634949,0.8937
166391,000000166391.jpg,false_positive,,car,0.7809487581253052,0.4433
166391,000000166391.jpg,false_positive,,truck,0.40990525484085083,0.893
166391,000000166391.jpg,false_positive,,car,0.5078946948051453,0.6974
166391,000000166391.jpg,false_positive,,car,0.742982029914856,0.0
166391,000000166391.jpg,false_positive,,car,0.538448691368103,0.0
166391,000000166391.jpg,false_positive,,car,0.7872612476348877,0.657
166391,000000166391.jpg,false_positive,,car,0.3393457233905792,0.4706
166391,000000166391.jpg,false_positive,,car,0.8056396245956421,0.4894
166391,000000166391.jpg,false_positive,,car,0.4702610969543457,0.2293
166391,000000166391.jpg,false_positive,,car,0.8139443397521973,0.3529
166391,000000166391.jpg,false_positive,,car,0.5760879516601562,0.0
166391,000000166391.jpg,false_positive,,car,0.49855509400367737,0.5303
166391,000000166391.jpg,false_positive,,car,0.8036340475082397,0.0077
166391,000000166391.jpg,false_positive,,car,0.3752530813217163,0.0
166391,000000166391.jpg,false_positive,,car,0.7205319404602051,0.5023
166391,000000166391.jpg,false_positive,,car,0.7689422369003296,0.0
166391,000000166391.jpg,false_positive,,car,0.635485827922821,0.0
166391,000000166391.jpg,false_positive,,car,0.6968937516212463,0.6686
166391,000000166391.jpg,false_positive,,car,0.31369292736053467,0.6862
166391,000000166391.jpg,false_positive,,car,0.7019223570823669,0.8568
168330,000000168330.jpg,false_positive,,car,0.6413660049438477,0.2617
168330,000000168330.jpg,false_positive,,car,0.44217345118522644,0.0
168330,000000168330.jpg,false_positive,,car,0.5676212906837463,0.5689
171190,000000171190.jpg,localization_error,bottle,bottle,0.7077968120574951,0.3941
171190,000000171190.jpg,localization_error,bottle,bottle,0.5555676221847534,0.2573
171190,000000171190.jpg,false_positive,,person,0.9855595827102661,0.6906
171190,000000171190.jpg,false_positive,,person,0.6783943772315979,0.7496
171190,000000171190.jpg,false_positive,,chair,0.9185612201690674,0.0671
171190,000000171190.jpg,false_positive,,chair,0.9354779124259949,0.5311
171190,000000171190.jpg,false_positive,,chair,0.8729163408279419,0.1069
171190,000000171190.jpg,false_positive,,bottle,0.31054994463920593,0.0326
171190,000000171190.jpg,false_positive,,chair,0.7787326574325562,0.5853
171190,000000171190.jpg,false_positive,,bottle,0.301137238740921,0.7419
171190,000000171190.jpg,false_positive,,chair,0.7828783988952637,0.091
171190,000000171190.jpg,false_positive,,chair,0.8807234168052673,0.1044
171190,000000171190.jpg,false_positive,,person,0.9206233620643616,0.3773
171190,000000171190.jpg,false_positive,,bottle,0.5909188389778137,0.0467
171190,000000171190.jpg,false_positive,,chair,0.9080381393432617,0.1548
171190,000000171190.jpg,false_positive,,chair,0.76259845495224,0.2233
171190,000000171190.jpg,false_positive,,bottle,0.8487454652786255,0.5021
171190,000000171190.jpg,false_positive,,chair,0.9108006358146667,0.0807
171190,000000171190.jpg,false_positive,,bottle,0.36752641201019287,0.0421
171190,000000171190.jpg,false_positive,,chair,0.3526495397090912,0.4819
171190,000000171190.jpg,false_positive,,bottle,0.39317309856414795,0.3604
172571,000000172571.jpg,false_positive,,person,0.5873974561691284,0.3181
172571,000000172571.jpg,false_positive,,person,0.9832063913345337,0.4706
172946,000000172946.jpg,missed_object,person,,,0
172946,000000172946.jpg,missed_object,person,,,0
172946,000000172946.jpg,false_positive,,person,0.38321733474731445,0.668
172946,000000172946.jpg,false_positive,,person,0.47005173563957214,0.5422
172946,000000172946.jpg,false_positive,,person,0.9947410821914673,0.4708
172946,000000172946.jpg,false_positive,,person,0.44500094652175903,0.0203
172946,000000172946.jpg,false_positive,,person,0.6603587865829468,0.013
172946,000000172946.jpg,false_positive,,person,0.9038788676261902,0.3908
172946,000000172946.jpg,false_positive,,person,0.7302049994468689,0.2784
172946,000000172946.jpg,false_positive,,person,0.3230009973049164,0.9552
172946,000000172946.jpg,false_positive,,person,0.9902340173721313,0.6156
172946,000000172946.jpg,false_positive,,person,0.9275674223899841,0.3319
172946,000000172946.jpg,false_positive,,person,0.9014329314231873,0.579
173004,000000173004.jpg,missed_object,chair,,,0
173004,000000173004.jpg,false_positive,,bottle,0.7726061344146729,0.1548
173004,000000173004.jpg,false_positive,,person,0.8390588760375977,0.0
174482,000000174482.jpg,classification_error,truck,car,0.8513868451118469,0.7567
174482,000000174482.jpg,missed_object,truck,,,0
174482,000000174482.jpg,false_positive,,car,0.7792521119117737,0.0458
174482,000000174482.jpg,false_positive,,car,0.9190179109573364,0.5573
174482,000000174482.jpg,false_positive,,car,0.4484044015407562,0.9469
174482,000000174482.jpg,false_positive,,truck,0.446896493434906,0.9464
174482,000000174482.jpg,false_positive,,car,0.4538900554180145,0.2764
174482,000000174482.jpg,false_positive,,car,0.3756839334964752,0.2033
174482,000000174482.jpg,false_positive,,car,0.7734460830688477,0.1172
174482,000000174482.jpg,false_positive,,car,0.5857415795326233,0.4431
174482,000000174482.jpg,false_positive,,car,0.6915997266769409,0.0
174482,000000174482.jpg,false_positive,,car,0.5967168807983398,0.0238
174482,000000174482.jpg,false_positive,,car,0.9198296070098877,0.616
176606,000000176606.jpg,false_positive,,person,0.8358925580978394,0.5005
177015,000000177015.jpg,false_positive,,person,0.8332758545875549,0.5802
180560,000000180560.jpg,false_positive,,person,0.9789038896560669,0.0436
181666,000000181666.jpg,false_positive,,person,0.36708033084869385,0.4162
181859,000000181859.jpg,false_positive,,bottle,0.8253610134124756,0.0
181859,000000181859.jpg,false_positive,,bottle,0.5694515109062195,0.0
181859,000000181859.jpg,false_positive,,bottle,0.7331511378288269,0.0416
182021,000000182021.jpg,missed_object,person,,,0
186873,000000186873.jpg,false_positive,,person,0.9279361963272095,0.0
186873,000000186873.jpg,false_positive,,person,0.7217448353767395,0.0
186873,000000186873.jpg,false_positive,,person,0.4737650752067566,0.0
186873,000000186873.jpg,false_positive,,person,0.9154118299484253,0.5544
186873,000000186873.jpg,false_positive,,person,0.8568690419197083,0.5573
186873,000000186873.jpg,false_positive,,person,0.7800925970077515,0.0453
186873,000000186873.jpg,false_positive,,person,0.6357367038726807,0.4904
186980,000000186980.jpg,false_positive,,bottle,0.700431764125824,0.011
186980,000000186980.jpg,false_positive,,bottle,0.7722929120063782,0.0
186980,000000186980.jpg,false_positive,,chair,0.344086617231369,0.0246
186980,000000186980.jpg,false_positive,,bottle,0.5272242426872253,0.0083
186980,000000186980.jpg,false_positive,,chair,0.6650421619415283,0.0543
186980,000000186980.jpg,false_positive,,bottle,0.4713461101055145,0.0218
186980,000000186980.jpg,false_positive,,bottle,0.6960046887397766,0.0
186980,000000186980.jpg,false_positive,,chair,0.8268173933029175,0.1658
186980,000000186980.jpg,false_positive,,bottle,0.6758919954299927,0.0
186980,000000186980.jpg,false_positive,,bottle,0.6076090931892395,0.0123
187243,000000187243.jpg,false_positive,,bottle,0.6226895451545715,0.0
189310,000000189310.jpg,false_positive,,chair,0.685992419719696,0.0
201072,000000201072.jpg,false_positive,,person,0.9803622961044312,0.0488
201072,000000201072.jpg,false_positive,,person,0.9614297151565552,0.101
201072,000000201072.jpg,false_positive,,person,0.8664981722831726,0.1207
201072,000000201072.jpg,false_positive,,person,0.9318950772285461,0.0368
201072,000000201072.jpg,false_positive,,person,0.6763651967048645,0.1878
201072,000000201072.jpg,false_positive,,person,0.9876229763031006,0.0056
201072,000000201072.jpg,false_positive,,person,0.9299936890602112,0.2059
201072,000000201072.jpg,false_positive,,person,0.9871613383293152,0.0803
214720,000000214720.jpg,missed_object,chair,,,0
214720,000000214720.jpg,false_positive,,bottle,0.7233569025993347,0.0
214720,000000214720.jpg,false_positive,,person,0.9480561017990112,0.0
217285,000000217285.jpg,localization_error,person,person,0.8599631190299988,0.1649
